region code,code of the territorial agency,name of the territorial agency,postal address,chief's full name,telephone number,fax,phone of help service,phone of help service 2,working hours of the territorial agency,territory of service
44,26,"Отделение судебных приставов по Сусанинскому району","157080, Костромская область, пос.Сусанино, ул.Советская, д.4а","Герасимова Маргарита Юрьевна",,+7(49434)9-08-02,+7(49434)9-08-02,+74942659075,"понедельник – четверг с 9:00 до 18:00, перерыв с 13:00 до 13:45 пятница с 09.00 до 16.45",34644151
44,27,"Отделение судебных приставов по Шарьинскому и Поназыревскому районам","157505, Россия, Костромская обл., , г. Шарья, , ул. Имени 50-летия Советской Власти, 5б, , ","Виноградова Оксана Александровна",,+7(49449)5-25-39,+7(49449)5-25-40,+74942659075,"понедельник – четверг с 9:00 до 18:00, перерыв с 13:00 до 13:45 пятница с 09.00 до 16.45",34730000
44,28,"Отделение оперативного дежурства","156000, , , , г. Кострома, , ул. Островского, д. 37, , ","Дудников Андрей Иванович",,+7(4942)65-90-01,,+74942659075,—,34701000
44,29,"Межрайонное отделение судебных приставов по обеспечению установленного порядка деятельности судов","156000, , , , г. Кострома, , ул. Островского, д. 37, , ","Гришаев Александр Анатольевич",,+7(4942)65-90-48,,+74942659075,—,34701000
44,30,"Отделение судебных приставов по Чухломскому району","157130, , Костромская обл., , г. Чухлома, , пл. Революции, 1, , ","Пестовская Мария Дмитриевна",,+7(49441)2-25-55,+7(49441)2-16-41,+74942659075,"понедельник – четверг с 9:00 до 18:00, перерыв с 13:00 до 13:45 пятница с 09.00 до 16.45",34646101
44,32,"Межрайонное отделение судебных приставов по розыску должников, их имущества и розыску детей","156961, Россия, , Костромской р-н, г. Кострома, , ул. Островского, 37, , ","Топориков Александр Николаевич",,+7(4942)65-90-49,,+74942659075,"понедельник - пятница с 9:00 по 18:00, перерыв с 13:00 до 14:00",34000000
44,33,"Отделение судебных приставов по исполнению исполнительных документов о взыскании алиментных платежей и дознанию по г. Костроме и Костромскому району","156961, Россия, , , г. Кострома, , ул. Островского, 37, , ","Седова Елена Сергеевна",,,+7(4942)65-90-37,+74942659075,"вторник с 10:00 до 15:00, перерыв с 13:00 до 14:00 четверг с 16:00 до 20:00",34701000
44,34,"Отделение судебных приставов по взысканию административных штрафов по г. Костроме и Костромскому району","156961, Россия, , , г. Кострома, , ул. Островского, 37, , ","Хватов Игорь Павлович",,+7(4942)65-90-61,+7(4942)65-90-62,+74942659075,"вторник с 10:00 до 15:00, перерыв с 13:00 до 14:00 четверг с 16:00 до 20:00",34701000
44,35,"Отделение специального назначения","156000, г.Кострома, ул.Островского, д.37","Кузнецов Виталий Анатольевич",,+7(4942)65-90-01,,+74942659075,—,34701000
45,0,"УФССП России по Курганской области","640000, Курганская обл,,,Курган г,,,Коли Мяготина ул, 119","Уварова Ирина Лазаревна","+7(3522) 49-18-02","+7(3522) 49-18-59",,+73522491819,"Вторник с 8:00 до 12:00, четверг с 16:00 до 20:00",37701000
45,17,"СО по ОУПД КОА и ГС","640000, Курганская обл,,,Курган г,,,Коли Мяготина ул, 119","Картаполов Алексей Иванович","+7(3522) 49-18-02",,,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37701000
45,18,ООД,"640000, Курганская обл,,,Курган г,,,Коли Мяготина ул, 119","Фоминых Михаил Юрьевич","+7(3522) 49-18-02",,,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37701000
45,19,"МРО по розыску должников, их имущества и розыску детей","640000, Г.КУРГАН, УЛ. К. МЯГОТИНА, 119","Антоненко Евгений Сергеевич","+7(3522) 49-18-02",,,+73522491819,"Вт, Чт с 08-00 до 12-00, Чт с 16-00 до 20-00",37701000
45,20,"СО по ОУПД МС","640000, Курганская обл,,,Курган г,,,Коли Мяготина ул, 119","Кучин Алексей Михайлович","+7(3522) 49-18-02",,,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37701000
45,21,"ОСП по ВАШ","640022, Россия, , , г. Курган, , ул. Дзержинского, д. 54, а, ","Баринова Юлия Николаевна",,,+7(3522)41-94-66,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37701000
45,22,ОСН,"640000, Курганская обл,,,Курган г,,,Коли Мяготина ул, 119","Малетин Дмитрий Анатольевич","+7(3522) 49-18-02",,,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37701000
45,28,"МРО СП по ИОИП","640000, Курганская обл,,,Курган г,,,Коли Мяготина ул, 119","Попова Анастасия Олеговна",,,+7(3522)49-19-57,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37701000
45,29,"Шадринское МРО СП","641884, Курганская обл,,,Шадринск г,,,Володарского ул, 30","Антонов Владимир Иванович",,,+7(35253)7-56-42,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37705000
45,30,"Курганское ГОСП по взысканию с ЮЛ и ИИДНХ","640000, Курганская обл,,,Курган г,,,Коли Мяготина ул, 119","Богатырева Валентина Сергеевна",+7(3522)49-18-15,,+7(3522)49-18-15,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37701000
45,31,"Курганское ГОСП №1","640022, Россия, , , г. Курган, , ул. Дзержинского, д. 54а, , ","Киселева Вера Наумовна",,,+7(3522)41-94-39,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37701000
45,32,"Курганское ГОСП №2","640022, Россия, , , г. Курган, , ул. Дзержинского, д. 54а, , ","Клементьева Алена Ивановна",,,+7(3522)41-93-70,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37701000
45,33,"Курганское ГОСП №3","640022, Россия, , , г. Курган, , ул. Дзержинского, 54а, , ","Башлыкова Наталя Николаевна",,,+7(3522)41-94-74,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37701000
45,34,"Курганское ГОСП № 4","640022, Россия, , , г. Курган, , ул. Дзержинского, д. 54а, , ","Олейник Нелли Геннадьевна",,,+7(3522)41-94-76,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37701000
49,18,ОСН,"685000, г.Магадан, пр.Карла Маркса, д.60",,"(4132) 65-41-70","(4132) 65-41-70",,+74132609096,"Вт с 10.00 до 15.00, Чт с 16.00 до 20.00",44701000
45,35,"Курганское ГОСП № 5","640022, Россия, , , г. Курган, , ул. Дзержинского, 54а, , ","Мельникова Галина Шамельевна",,,+7(3522)41-94-96,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37701000
45,36,"Альменевское РОСП","641000, Россия, Курганская обл., Альменевский р-он, , с. Альменево, пл. Комсомола, д. 2, ,","Мугинов Данил Агзамович",,,+7(35242)9-87-22,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37602404
45,37,"Белозерское РОСП","641360, КУРГАНСКАЯ ОБЛАСТЬ, С. БЕЛОЗЕРСКОЕ, УЛ. СОВЕТСКАЯ, 47","Стенников Владимир Юрьевич",,,+7(35232)2-95-37,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37604408
45,38,"Варгашинское РОСП","641231,Курганская обл,,Варгашинский р-н,,,Варгаши рп,Рабочая ул, 2/2","Сергеева Наталья Владимировна",,,+7(35233)2-10-70,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37606151
45,39,"Далматовское РОСП","641730, КУРГАНСКАЯ ОБЛАСТЬ, Г. ДАЛМАТОВО, УЛ. ГЕРЦЕНА, 12","Русаков Дмитрий Викторович",,,+7(35252)3-73-69,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37608101
45,40,"Звериноголовское РОСП","641481, КУРГАНСКАЯ ОБЛАСТЬ, С. ЗВЕРИНОГОЛОВСКОЕ, УЛ. КРАСНОАРМЕЙСКАЯ, 16","Мулдахметова Нуржамал Шакыргалеевна",,,+7(35240)2-19-82,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37609418
45,41,"Каргапольское РОСП","641920, Курганская область, г. Каргаполье, ул. Первомайская, 11","Хомяков Виктор Валентинович",,,+7(35256)2-16-58,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37610151
45,42,"Катайское РОСП","641700, Курганская область, г. Катайск, ул. Советская, 46","Перепелица Оксана Валентиновна",,,+7(35251)2-33-54,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37612101
45,43,"Кетовское РОСП","641310, Курганская область, с.Кетово, ул.Красина, 14","Шакирова Алина Рашитовна",,,+7(35231)3-85-47,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37614432
45,44,"Куртамышское РОСП","641430, Курганская область, г.Куртамыш, ул.Ленина, 37","Грибанова Лариса Петровна",,,+7(35249)2-62-31,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37616101
45,45,"Лебяжьевское РОСП","641500,Курганская обл,,Лебяжьевский р-н,,,Лебяжье рп,Трудовая ул, 22","Майоров Сергей Николаевич",,,+7(35237)9-00-27,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37618151
45,46,"Макушинское РОСП","641600, Россия, Курганская обл., , г. Макушино, , ул. Красная Площадь, д. 2, а, ","Осипов Евгений Валерьевич",,,+7(35236)2-02-77,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37620101
45,47,"Мишкинское РОСП","641040, Россия, Курганская обл., , , рп. Мишкино, ул. Ленина, 24, , кв. 1","Сутягин Олег Александрович",,,+7(35247)3-11-08,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37622151
45,48,"Мокроусовское РОСП","641530, КУРГАНСКАЯ ОБЛАСТЬ, С. МОКРОУСОВО, УЛ.  КРАСНЫХ БОРЦОВ, 31","Мурашова Маргарита Викторовна",,,+7(35234)9-80-93,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37624428
45,49,"Петуховское РОСП","641640, КУРГАНСКАЯ ОБЛАСТЬ, Г. ПЕТУХОВО, УЛ. Р. ЛЮКСЕМБУРГ, 46","Губарева Ольга Михайловна","+7(35235) 3-82-71",,+7(35235)3-82-71,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37626101
45,50,"Половинское РОСП","641780, Курганская область, с. Половинное, ул. Ленина, 11а","Чиркова Светлана Владимировна",+7(35238)9-15-31,,+7(35238)9-15-31,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37628428
45,51,"Притобольное РОСП","641000, Курганская область, с.Глядянское, ул.Ленина, 92","Кононыхин Андрей Николаевич",,,+7(35239)9-90-38,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37630404
45,52,"Сафакулевское РОСП","641080, КУРГАНСКАЯ ОБЛАСТЬ, С. САФАКУЛЕВО, УЛ. ЧАПАЕВА, 8","Хамзина Лилия Галимьяновна",,,+7(35243)2-93-42,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37632428
45,53,"Целинное РОСП","641150, КУРГАНСКАЯ ОБЛАСТЬ, С. ЦЕЛИННОЕ, УЛ. СОВЕТСКАЯ, 65","Хрящева Наталья Александровна",,,+7(35241)2-15-24,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37634456
45,54,"Частоозерское РОСП","641570, Курганская область, с.Частоозерье, ул.Октябрьская, 148","Чурин Дмитрий Юрьевич",,,+7(35230)9-17-98,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37636428
45,55,"Шатровское РОСП","641960, КУРГАНСКАЯ ОБЛАСТЬ, С.ШАТРОВО, УЛ. ЛЕНИНА, 65","Тарасенкова Екатерина Валерьевна",+7(35257)9-25-88,,+7(35257)9-25-88,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37640464
45,56,"Шумихинское РОСП","641100, КУРГАНСКАЯ ОБЛАСТЬ, Г. ШУМИХА, УЛ. ТУТЫНИНА, 19","Верховых Лариса Владимировна",,,+7(35245)2-28-31,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37642101
45,57,"Щучанское РОСП","641010, Россия, Курганская обл., , г. Щучье, , ул. Калинина, 41, , ","Полохина Светлана Сергеевна",,,+7(35244)3-69-58,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37644101
45,58,"Юргамышское РОСП","641200, Россия, Курганская обл., , , рп. Юргамыш, ул. Ленина, д. 49, , ","Сметанина Татьяна Константиновна",,,+7(35248)9-14-44,+73522491819,"вторник с 09.00 – 13.00, четверг с 13.00 – 18.00",37646151
46,0,"УФССП России по Курской области","305018, Россия, , , г. Курск, , ул. Черняховского, д. 4, , ","Шкурина Елена Васильевна",,,+7(4712)36-07-71,+74712360771,"Пн с 9:00 до 18:00, Вт с 9:00 до 18:00, Ср с 9:00 до 18:00, Чт с 16:00 до 20:00",38701000
46,1,"МОСП по ОИП","305029, г.Курск, ул. К.Маркса, д.65","Басов Антон Александрович",,,+7(4712)58-03-44,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38701000
46,2,"МОСП по розыску должников и их имущества","305000, г.Курск, Красная Площадь, д.6","Глазов Константин Владимирович",,,+7(4712)36-07-63,+74712360771,"Пн-пт с 9:00 до 18:00, перерыв с 13:00 до 14:00",38701000
46,3,"МОСП по ОУПДС","305029, г.Курск, ул. К.Маркса, д.65","Бондарев Александр Анатольевич",,,+7(4712)58-03-55,+74712360771,"Пн-пт с 9:00 до 18:00, перерыв с 13:00 до 14:00",38701000
46,5,"ОСП по исполнению исполнительных документов о взыскании алиментных платежей по г. Курск","305000, Россия, , , г. Курск, , пл. Красная, д. 6, , ","Рыжих Елена Сергеевна",,,+7(4712)51-31-27,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38701000
46,14,"ОСП по Дмитриевскому, Хомутовскому и Конышевскому районам","307500, Россия, Курская обл., Дмитриевский р-н, г. Дмитриев, , ул. Пролетарская, 24, , ","Михеева Елена Владимировна",,,+7(47150)2-35-64,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38608101
46,15,"ОСП по Железногорскому району","307170, Россия, Курская обл., , г. Железногорск, , ул. Рокоссовского, 54Б, , ","Зарубин Сергей Юрьевич",,,+7(47148)5-16-54,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38705000
46,17,"ОСП по Касторенскому, Горшеченскому и Советскому районам","306700, Курская область, п.Касторное, ул.Солнечная, д.2","Джанвелян Вахтанг Лаврентьевич",,,+7(47157)2-15-77,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38614151
46,20,"ОСП по Курскому району","305029, Россия, , , г. Курск, , ул. Карла Маркса, д. 65, , ","Данилова Эвелина Витальевна",,,+7(4712)51-20-13,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38620408
46,21,"ОСП по Курчатовскому району","307251, Россия, Курская обл., , г. Курчатов, , ул. Молодежная, 9, , ","Михалева Елена Васильевна",,,+7(47131)4-26-94,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38708000
46,22,"ОСП по Льговскому району","307750, Курская область, г.Льгов, ул.Гагарина, д.42/2","Диденко Марина Александровна",,,+7(47140)2-00-14,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38710000
46,23,"ОСП по Мантуровскому, Тимскому и Солнцевскому районам","307000, Россия, Курская обл., , , с. Мантурово, ул. Ленина, д. 19, , ","Гуторова Ирина Николаевна",,,+7(47155)2-16-60,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38623422
46,25,"ОСП по Обоянскому, Медвенскому и Пристенскому районам","306230, Курская область, г.Обоянь, ул.Ленина, д.87","Катунин Александр Владимирович",,,+7(47141)2-29-49,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38626101
46,26,"ОСП по Октябрьскому району","307200, Курская область, п.Прямицыно, ул.Октябрьская, д.130","Голованова Ирина Витальевна",,,+7(47142)2-20-32,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38628151
46,29,"ОСП по Рыльскому, Глушковскому и Кореневскому районам","307370, Курская область, г.Рыльск, ул.К.Либкнехта, д.16А","Максимова Анна Михайловна",,,+7(47152)2-12-39,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38634101
46,32,"ОСП по Суджанскому, Беловскому и Большесолдатскому районам","307800, Россия, Курская обл., , г. Суджа, , ул. Щепкина, д. 10, , ","Дубова Валентина Павловна",,,+7(47143)2-25-85,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38640101
46,34,"ОСП по Фатежскому, Золотухинскому и Поныровскому районам","307100, Курская область, г.Фатеж, ул.К.Маркса, д.49","Кобозева Ирина Юрьевна",,,+7(47144)2-11-35,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38644101
46,37,"ОСП по Щигровскому и Черемисиновскому районам","306530, Курская область, г.Щигры, ул.Ленина, д.32","Якушева Любовь Салмановна",,,+7(47145)4-32-35,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38715000
46,38,"ОСП по Центральному округу г.Курска","305000, г. Курск, Красная Площадь, д.6","Веревкина Олеся Викторовна",,,+7(4712)51-11-22,+74712360771,"Вт 09:00 - 13:00, Чт 13:00 - 18:00",38701000
47,0,"УФССП России по Ленинградской области","199106,  Г. САНКТ-ПЕТЕРБУРГ, БОЛЬШОЙ ПР. В.О., Д. 80, ЛИТ. Б","Абатуров Глеб Владимирович","+7(812) 630-34-00",,,+78126303536,"Пн-Чт с 9:00 до 18:00, Пт с 09:00 до 16:45",40307000
47,18,"Бокситогорское РОСП","187650, Г.БОКСИТОГОРСК, УЛ. ПАВЛОВА, Д.7","Кузьмина Людмила Витальевна",,,,+78126303536,"Вт с 09:00 до 13:00, Чт 13:00 до 18:00",41642101
47,19,"Волосовское РОСП","188410, Россия, Ленинградская обл., Волосовский р-он, г. Волосово, , ул. Вингиссара, д. 85, , ","Толстюк Виктория Анатольевна",,,,+78126303536,"Вт с 09:00 до 13:00, Чт 13:00 до 18:00",41609101
47,20,"Волховское РОСП","187401, Россия, Ленинградская обл., Волховский р-н, , п. Волхов, ул. Володарского, д. 3, , ",,,,,+78126303536,"Вт с 09:00 до 13:00, Чт 13:00 до 18:00",41609101
47,21,"Всеволожское РОСП","188640, Г. ВСЕВОЛОЖСК, ПР. ВСЕВОЛОЖСКИЙ, Д.37-А","Степовой Андрей Алексеевич",,,,+78126303536,"Вт с 09:00 до 13:00, Чт 13:00 до 18:00",41612101
47,22,"Выборгское РОСП","188800, Г. ВЫБОРГ, УЛ. БОЛЬШАЯ КАМЕННАЯ, Д.6А","Глазкова Екатерина Николаевна",,,,+78126303536,"Вт с 09:00 до 13:00, Чт 13:00 до 18:00",41615101
47,23,"Гатчинское РОСП","188300, Россия, Ленинградская обл., Гатчинский р-н, г. Гатчина, , ул. Карла Маркса, д. 61а, , ","Дюкарева Ирина Игоревна",,,,+78126303536,"Вт с 09:00 до 13:00, Чт 13:00 до 18:00",41618101
47,24,"Кингисеппское РОСП","188485, Г. КИНГИСЕПП, ПР. К.МАРКСА, Д.3-А","Скороварова Лариса Вячеславовна",,,,+78126303536,"Вт с 09:00 до 13:00, Чт 13:00 до 18:00",41621101
47,25,"Киришское РОСП","187110, Россия, Ленинградская обл., , г. Кириши, , Ленина пр-кт, д. 50, , ",,,,,+78126303536,"Вт с 09:00 до 13:00, Чт 13:00 до 18:00",41624101
47,26,"Кировское РОСП","187340, г.Кировск, ул.Кирова, д.20","Солдатова Марина Викторовна",,,,+78126303536,"Вт с 09:00 до 13:00, Чт 13:00 до 18:00",41625101
47,32,"Сланцевское РОСП","188560, Россия, Ленинградская обл., , г. Сланцы, , Комсомольское ш., д. 1, , ","Береснёва Юлия Николаевна",,,,+78126303536,"Вт с 09:00 до 13:00, Чт 13:00 до 18:00",41642101
47,34,"Тихвинское РОСП","187550, Г. ТИХВИН, УЛ. СОВЕТСКАЯ, Д.43","Кириллова Ольга Борисовна",,,,+78126303536,"Вт с 09:00 до 13:00, Чт 13:00 до 18:00",41645101
47,36,"Межрайонное отделение по особым исполнительным производствам","199106,  Г. САНКТ-ПЕТЕРБУРГ, БОЛЬШОЙ ПР. В.О., Д. 80, ЛИТ. Б","Хитрова Роза Аликовна",,,,+78126303536,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00",40307000
47,37,"МО по ОУПДС","197110, г.Санкт-Петербург, реки Фонтанки наб., д.6","Яковлев Александр Борисович ",,,,+78126303536,"Вт с 10:00 до 15:00, Чт с 16:00 до 20:00",0
47,38,"Отделение оперативного дежурства","199106, Санкт-Петербург, Большой пр. В.О., д.80, лит.Б","Беклешов Александр Владимирович",,,,+78126303536,,0
47,39,"Отделение специального назначения","199106, Санкт-Петербург, Большой пр. В.О., д.80, лит.Б","Федоров Александр Викторович",,,,+78126303536,,0
48,0,"УФССП России по Липецкой области","398043, Россия, , , г. Липецк, , ул. Валентины Терешковой, д. 14, корп. 3, ","Макаров Глеб Валентинович",+7(4742)36-88-30,+7(4742)35-41-23,,+74742368997,"Вт с 09.00 до 15.00, Чт с 14.00 до 18.00",42000000
48,1,"Левобережное РОСП г. Липецка УФССП России по Липецкой области","398043, Россия, , , г. Липецк, , ул. Валентины Терешковой, д. 14, корп. 3, ","Бирюкова Елена Леонидовна",+7(4742)36-89-29,"+7(4742)36-88-56 ",+7(4742)36-88-53,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42701000
48,2,"Октябрьское РОСП г. Липецка УФССП России по Липецкой области","398043, Россия, , , г. Липецк, , ул. Валентины Терешковой, 14, корп. 3, ","Алыхова Оксана Анатольевна",+7(4742)36-88-78,"+7(4742)36-88-78 ",+7(4742)36-89-25,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42701000
48,3,"Правобережное РОСП г. Липецка УФССП России по Липецкой области","398043, Россия, , , г. Липецк, , ул. Валентины Терешковой, д. 14, корп. 3, ","Семенова Наталия Викторовна",+7(4742)36-88-97,"+7(4742)36-88-97 ",+7(4742)36-88-48,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42701000
48,4,"Советское РОСП г. Липецка УФССП России по Липецкой области","398043, Россия, , , г. Липецк, , ул. Валентины Терешковой, д. 14, корп. 3, ","Кузьмин Владимир Михайлович",+7(4742)36-89-55,+7(4742)36-89-55,+7(4742)36-89-36,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42701000
48,5,"Воловское РОСП УФССП России по Липецкой области","399580, ЛИПЕЦКАЯ ОБЛАСТЬ, ВОЛОВСКИЙ РАЙОН,  С. ВОЛОВО, УЛ. ЛЕНИНА, Д. 9","Шабалина Елена Владимировна",+7(47473)2-21-25,+7(47473)2-24-25,+7(47473)2-21-25,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42603416
48,6,"Грязинское РОСП УФССП России по Липецкой области","399056, ЛИПЕЦКАЯ ОБЛАСТЬ, ГРЯЗИНСКИЙ РАЙОН,  Г. ГРЯЗИ, УЛ. 30 ЛЕТ ПОБЕДЫ, Д. 64","Сливинский Сергей Иванович",+7(47461)2-10-50,+7(47461)2-10-50,+7(47461)2-10-50,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42606101
48,7,"Данковское РОСП УФССП России по Липецкой области","398200, ЛИПЕЦКАЯ ОБЛАСТЬ, ДАНКОВСКИЙ РАЙОН,  Г. ДАНКОВ, УЛ. УРИЦКОГО, Д. 16","Чурсина Елена Александровна",+7(47465)6-68-95,+7(47465)6-68-95,+7(47465)6-68-95,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42609101
48,8,"Добринское РОСП УФССП России по Липецкой области","399431, ЛИПЕЦКАЯ ОБЛАСТЬ, ДОБРИНСКИЙ РАЙОН, П.ДОБРИНКА, УЛ.М. ГОРЬКОГО, Д.23","Музыко Максим Сергеевич",+7(47462)2-32-67,+7(47462)2-15-48,+7(47462)2-15-48,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42612422
48,9,"Добровское РОСП УФССП России по Липецкой области","399140, ЛИПЕЦКАЯ ОБЛАСТЬ, ДОБРОВСКИЙ РАЙОН, С. ДОБРОЕ, УЛ. 50 ЛЕТ ОКТЯБРЯ, Д. 27","Татаринова Наталья Ивановна",+7(47463)2-40-19,+7(47463)2-30-14,+7(47463)2-30-14,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42615416
48,10,"Долгоруковское РОСП УФССП России по Липецкой области","399510, ЛИПЕЦКАЯ ОБЛАСТЬ, ДОЛГОРУКОВСКИЙ РАЙОН, С. ДОЛГОРУКОВО, УЛ. ЛИХАЧЕВА, Д. 32","Золотарёва Евгения Владимировна",+7(47468)2-12-77,+7(47468)2-16-68,+7(47468)2-16-68,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42618428
48,11,"Елецкое МОСП УФССП России по Липецкой области","398740, ЛИПЕЦКАЯ ОБЛАСТЬ, ЕЛЕЦКИЙ РАЙОН,  Г. ЕЛЕЦ, УЛ. МИРА, Д. 98","Клевцов Роман Владимирович",+7(47467)2-07-03,+7(47467)2-07-03,+7(47467)2-07-03,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42715000
48,12,"Задонское РОСП УФССП России по Липецкой области","399201, ЛИПЕЦКАЯ ОБЛАСТЬ, ЗАДОНСКИЙ РАЙОН,  Г. ЗАДОНСК, УЛ. КРУПСКОЙ, Д.49А","Новиков Максим Валерьевич",+7(47471)2-17-77,+7(47471)2-35-77,+7(47471)2-35-77,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42624101
48,13,"Измалковское РОСП УФССП России по Липецкой области","399000, ЛИПЕЦКАЯ ОБЛАСТЬ, ИЗМАЛКОВСКИЙ РАЙОН,  С. ИЗМАЛКОВО, УЛ. СТАХАНОВА, Д. 4 «Б»","Звягина Елена Александровна","+7(47478)2-14-56  ","+7(47478)2-14-56  ",+7(47478)2-20-71,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42627416
48,14,"Краснинское РОСП УФССП России по Липецкой области","399670, Россия, Липецкая обл., , , с. Красное, ул. Октябрьская, 32, , ","Мезенцева Наталья Ивановна",+7(47469)2-01-93,"+7(47469)2-01-93  ",+7(47469)2-08-90,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42630420
48,15,"Лебедянское РОСП УФССП России по Липецкой области","399611, ЛИПЕЦКАЯ ОБЛАСТЬ, ЛЕБЕДЯНСКИЙ РАЙОН,  Г. ЛЕБЕДЯНЬ, УЛ. МАШИНОСТРОИТЕЛЕЙ, Д. 10","Алхимов Вячеслав Игоревич","+7(47466)6-49-49  ",+7(47466)6-49-49,+7(47466)6-49-49,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42633101
48,16,"Лев-Толстовское РОСП УФССП России по Липецкой области","398600, ЛИПЕЦКАЯ ОБЛАСТЬ, ЛЕВ-ТОЛСТОВСКИЙ РАЙОН,  ПГТ ЛЕВ-ТОЛСТОЙ, УЛ. ГОРЬКОГО, Д. 5","Маркина Лилия Алексеевна","+7(47464)2-49-86 ",+7(47464)2-23-59,+7(47464)2-23-59,+74742368997,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00",42636419
