region code,code of the territorial agency,name of the territorial agency,postal address,chief's full name,telephone number,fax,phone of help service,phone of help service 2,working hours of the territorial agency,territory of service
50,11,"Зарайское РОСП ГУФССП России по Московской области","140600, Московская область, г.Зарайск, ул.Советская, д.77","Дергунова Наталья Дмитриевна",+7(496)662-73-81,+7(496)662-73-81,+7(496)662-73-81,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Зарайский муниципальный район"
50,12,"Истринское РОСП ГУФССП России по Московской области","143500, Московская область, г.Истра, ул.Ленина, д.1а","Кочуков Тарас Вячеславович",+74986150778,+74986150778,+7(498)615-07-78,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Истринский муниципальный район, пгт.Восход"
50,13,"Каширское РОСП ГУФССП России по Московской области","142900, Россия, Московская обл., , г. Кашира, , ул. Советская, 28, , ","Пронина Юлия Андреевна",+74967948867,+74967948867,+7(496)794-88-67,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Каширский муниципальный район"
50,14,"Клинское РОСП ГУФССП России по Московской области","141600, Московская область, г.Клин, ул.Советская, д.11/1","Шустина Светлана Николаевна",+7(496)245-85-59,+7(49624)5-85-59,+7(496)245-85-59,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Клинский муниципальный район"
50,15,"Коломенский РОСП ГУФССП России по Московской области","140400, Московская область, г.Коломна, ул.Октябрьской революции, д.238","Худенко Максим Михайлович",+7(496)618-64-12,+7(4966)18-64-12,+7(496)618-64-12,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Коломенский муниципальный район"
50,17,"Красногорское РОСП ГУФССП России по Московской области","143400, Московская область, г.Красногорск, ул.Школьная, д.6","Степанян Эрик Игоревич",+79104520131,,+7(910)452-01-31,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Красногорский муниципальный район"
50,18,"Ленинское РОСП ГУФССП России по Московской области","142704, Московская область, Ленинский район, г.Видное, ул.Школьная, д.89","Орлов Олег Васильевич",+7(498)547-15-67,+7(498)547-15-67,+7(498)547-15-67,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Ленинский муниципальный район, г.Видное"
50,57,"СМО по ИДРЗ ГУФССП России по Московской области","143400, Московская обл., г.Красногорск, ул.Речная, д.8","Кеворков Виктор Артурович",+7(495)580-59-29,+7(495)580-59-29,+7(495)580-59-29,+7(495)580-59-37,"Вт с 09.00 до 15.00, Чт с 14.00 до 18.00","Московская область"
50,19,"Лобненское ГОСП ГУФССП России по Московской области","141730, Россия, Московская обл., , г. Лобня, , ул. Некрасова, д. 11, , ","Рабченюк Ольга Владимировна",+7(495)577-30-25,+7(498)684-16-93,+7(495)577-30-25,,"Вт с 09.00 до 15.00, Чт с 14.00 до 18.00","городской округ Лобня"
50,20,"Луховицкое РОСП ГУФССП России по Московской области","140500, Московская область, г.Луховицы, ул.Пушкина, д.132","Зехова Анастасия Александровна",+7(49663)2-14-96,+7(49663)2-14-63,+7(496)632-14-96,+7(496)632-40-06,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Луховицкий муниципальный район"
50,21,"Люберецкий РОСП ГУФССП России по Московской области","140000, Московская область, г.Люберцы, ул.Кирова, д.55","Кукса Дмитрий Михайлович",+7(495)503-55-60,+7(495)503-55-60,+7(495)503-55-60,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Люберецкий муниципальный район, городские округа Лыткарино, Дзержинский, Котельники"
50,22,"Можайское РОСП ГУФССП России по Московской области","143204, Московская область, г.Можайск, ул.Герцена, д.14","Колесникова Лилия Валерьевна",+7(496)382-25-65,+7(496)382-25-65,+7(496)382-25-65,,"Вт с 09.00 до 15.00, Чт с 14.00 до 18.00","Можайский муниципальный район"
50,23,"Мытищинское РОСП ГУФССП России по Московской области","141009, Россия, Московская обл., , г. Мытищи, , ул. Карла Маркса, д. 4а, , -","Гнучий Артем Викторович",+7(495)583-32-47,,+7(495)583-32-47,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Мытищинский муниципальный район, городские округа Юбилейный"
52,907,"Отдел правового обеспечения","603950, г.Нижний Новгород, ул.Вождей революции, 5а","Арифуллина Айсылу Ахметовна",,,,,"Пн с 09.00 до 13.00, с 14.00 до 18.00",
50,24,"Наро-Фоминское РОСП ГУФССП России по Московской области","143310, Московская область, г.Наро-Фоминск, ул.Новикова, д.4","Сытник Артем Анатольевич",+7(496)343-43-52,+7(49634)3-43-52,+7(496)343-60-32,+7(496)343-43-52,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Наро-Фоминский муниципальный район, Молодежный"
50,25,"Ногинский районный отдел судебных приставов","142400, Московская область, г.Ногинск, ул.Толстовская, д.2","Дмитриева Юлия Валерьевна",+7(49651)1-82-91,+7(496)511-26-41,+7(496)511-26-41,+7(496)511-82-91,"Вт с 09.00 - 13.00, Чт с 13.00 до 18.00","Ногинский муниципальный район, городские округа Черноголовка, Электроугли"
50,26,"Одинцовский РОСП ГУФССП России по Московской области","143050, Россия, Московская обл., Одинцовский р-н, , рп. Большие Вяземы, ул. Городок-17, 3042, 2, ","Марков Артем Вячеславович",+7(495)285-33-93,+7(495)285-33-93,+7(495)285-33-93,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Одинцовский муниципальный район, Звенигород, Власиха, Краснознаменский городской округ (ЗАТО)"
50,28,"Озерское РОСП ГУФССП России по Московской области","140560, Московская область, г.Озеры, ул.Маршала Катукова, д.10","Захарова Ольга Геннадьевна",+7(49670)4-48-95,+7(496)704-48-95,+7(496)704-45-64,+7(496)704-48-95,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Озерский муниципальный район"
50,34,"Раменское РОСП ГУФССП России по Московской области","140100, Московская область, г.Раменское, ул.Воровского, д.1а","Григорьев Иван Викторович",+74964611200,+74964611200,+7(496)461-12-00,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Раменский муниципальный район, городской округ Бронницы"
50,29,"Орехово-Зуевский РОСП ГУФССП России по Московской области","142600, Московская область, г.Орехово-Зуево, ул.1905 года, д.5а","Кривова Марина Ивановна",+7(4964)22-12-12,+7(496)422-12-12,+7(496)422-12-12,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","г.Орехово-Зуево, г.Дрезна, сельские поселения Верейское, Горское, Демиховское, Малодубенское, г.Куровское, г.Ликино-Дулево, сельские поселения Белавинское, Давыдовское, Дороховское, Ильинское, Новинское, Соболевское"
50,31,"Павлово-Посадское РОСП ГУФССП России по Московской области","142506, Россия, Московская обл., , г. Павловский Посад, , ул. 1 Мая, д. 36, , -","Поздняков Александр Николаевич",+7(496)435-05-60,+7(496)435-05-60,+7(496)435-05-60,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","г.Павловский Посад, Павлово-Посадский муниципальный район, городской округ Электрогорск"
50,32,"Подольский РОСП ГУФССП России по Московской области","142100, Россия, Московская  обл., , г. Подольск, , ул. Курская, д. 6, , ","Феоктистов Антон Николаевич",+7(495)285-33-85,+7(495)285-33-85,+7(495)285-33-85,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Подольский муниципальный район, г.Климовск"
50,33,"Пушкинское РОСП ГУФССП России по Московской области","141205, Россия, Московская обл., , г. Пушкино, , 1-й Фабричный проезд, 6, , ","Магомедов Магомедрасул Алибекович",+74965320314,+74965320314,+7(496)532-03-14,,"Вт с 09.00 до 15.00, Чт с 14.00 до 18.00","Пушкинский муниципальный район, городские округа Ивантеевка, Красноармейск"
50,40,"Солнечногорское РОСП ГУФССП России по Московской области","141503, Россия, Московская обл., , г. Солнечногорск, , ул. Баранова, 11, , ","Немов Владимир Михайлович",+74967948874,+74967948874,+7(496)794-88-74,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Солнечногорский муниципальный район"
50,35,"Реутовское ГОСП ГУФССП России по Московской области","143960, Россия, Московская, Реутовский р-он, г. Реутов, , Мира просп, д. 51, , ","Боровков Виталий Евгеньевич",+7(495)528-21-18,+7(495)528-21-18,+7(495)528-21-18,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Реутовский муниципальный район"
50,36,"Рузское РОСП ГУФССП России по Московской области","143103, Московская область г.Руза, ул.Социалистическая д.76","Калугин Денис Сергеевич",+7(496)276-23-01,+7(496)276-23-01,+7(496)276-23-01,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Рузский муниципальный район"
50,37,"Сергиево-Посадский РОСП ГУФССП России по Московской области","141315, Московская области, г.Сергиев-Посад, ул.Валовая, д.19/8","Малахова Мария Александровна",+7(496)546-04-30,+7(496)546-04-30,+7(496)546-04-30,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Сергиево-Посадский муниципальный район, городские округа Хотьково, Краснозаводск, Пересвет"
50,38,"Серебряно-Прудское РОСП ГУФССП России по Московской области","142970, Россия, Московская обл., , , рп. Серебряные Пруды, мкр. Юбилейный, д. 4, , ","Мухина Ирина Анатольевна",+7(496)673-12-30,+7(496)673-12-30,+7(496)673-12-30,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Серебряно-Прудский муниципальный район"
50,39,"Серпуховский РОСП ГУФССП России по Московской области","142203, Московская область г.Серпухов, ул.Калужская, д.5","Бахмат Ольга Владимировна",+7(4967)35-30-64,+7(4967)72-07-48,+7(496)735-30-64,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Серпуховский муниципальный район, городские округа Серпухов, Пущино, Протвино"
50,41,"Ступинское РОСП ГУФССП России по Московской области","142800, Московская область, г.Ступино, ул.Чайковского, д.18/12","Зубахина Светлана Борисовна",+7(496)644-64-59,+7(49664)4-64-59,+7(496)644-64-59,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Ступинский муниципальный район"
50,42,"Талдомское РОСП ГУФССП России по Московской области","141900, Россия, Московская обл., , г. Талдом, , ул. Полевая, 86а, , -","Гришина Ирина Валерьевна",+79104521344,,+7(910)452-13-44,,"Вт с 09.00 до 15.00, Чт с 14.00 до 18.00","Талдомский муниципальный район"
50,43,"Химкинское РОСП ГУФССП России по Московской области","141411, Московская область г.Химки, ул.Победы, д.3","Бибик Наталья Валерьяновна",+7(495)572-06-96,+7(495)573-20-83,+7(495)573-20-83,+7(495)572-06-96,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","городской округ Химки"
50,44,"Чеховское РОСП ГУФССП России по Московской области","142300, Московская область, г.Чехов, ул.Ильича, д.34","Вуколов Кирилл Валерьевич",+79104521393,,+7(910)452-13-93,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Чеховский муниципальный район"
50,45,"Шатурское РОСП ГУФССП России по Московской области","140700, Россия, Московская обл., , г. Шатура, , ул. Энергетиков, д. 8, корп. а, ","Киреева Александра Васильевна",+7(496)452-27-52,+7(496)452-27-52,+7(496)452-27-52,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Шатурский муниципальный район, городской округ Рошаль"
50,53,"Отделение оперативного дежурства ГУФССП России по Московской области","143400, Московская обл., г.Красногорск, ул.Речная, д.8","Кулик Павел Сергеевич",+7(495)580-59-63,+7(495)580-59-63,,,"Пн - Чт с 09.00 до 18.00, Пт с 09.00 до 16.45",
50,46,"Щелковский РОСП ГУФССП России по Московской области","141102, Россия, Московская обл., Щелковский р-н, г. Щелково, , ул. Кооперативная, д. 20, , -","Неклеца Алексей Витальевич ",+74967948875,+74967948875,+7(496)794-88-75,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Щелковский муниципальный район, городские округа Лосино-Петровский, Фрязино, Звездный городок"
50,47,"Электростальское ГОСП ГУФССП России по Московской области","144000, Московская область г.Электросталь, ул.Советская, д.8/1","Востроглазов Антон Валериевич",+7(496)574-20-48,+7(496)574-20-48,+7(496)574-20-48,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","городской округ Электросталь"
50,48,"ОСП по комплексу ""Байконур"" ГУФССП России по Московской области","468320, Казахстан, г.Байконур, ул.Горького, д.26","Щербинин Игорь Дмитриевич",+7(336)222-30-45,+7(33622)2-30-45,+7(336)222-30-45,,"Вт с 09.00 до 15.00, Чт с 14.00 до 18.00",г.Байконур
50,49,"МО по ВИП № 2 ГУФССП России по Московской области","143400, Московская область, г.Красногорск, ул.Речная, д.8","Мкртчян Арман Арташович",+7(495)580-59-53,+7(495)580-59-53,+7(495)580-59-53,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Московская область"
50,51,"СО по ОУПДФС ГУФССП России по Московской области","143402, Московская область, г.Красногорск-2, 65-66 км. МКАД, Мякининская пойма","Джураев Додарбек Катабекович",+7(495)539-56-01,+7(495)539-56-00,,,"Пн-Чт с 09.00 до 18.00 Пт с 09.00 до 16.45",
50,52,"СО по ОУПДАС ГУФССП России по Московской области","107053, Москва, пр.Академика Сахарова, д.18","Субхонкулов Сухроб Акбаралиевич",+7(495)620-65-99,+7(495)620-65-99,,,,
50,58,"МОСП по АВ ГУФССП России по Московской области","143402, Россия, Московская обл., , г. Красногорск, , ул. Школьная, д. 6, , -","Шитов Андрей Васильевич",+7(498)720-48-72,+7(498)720-48-72,+7(498)720-48-72,,"Вт с 09.00 до 13.00, Чт с 13.00 до 18.00","Московская область"
50,59,"МОСП по ВАШ ГУФССП России по Московской области","143050, Россия, Московская обл., Одинцовский р-н, , рп. Большие Вяземы, ул. Городок-17, д. 3042, стр. 2, ","Тумасян Карина Арменаковна",,,+7(495)285-33-77,,"Вт. с 09.00 до 13:00 Чт. с 13:00 до 18:00","Московская область"
50,60,"МО по ВИП №1 ГУФССП России по Московской области","143400, Россия, Московская обл., Красногорский  р-он, г. Красногорск, , ул. Речная, д. 8, , ","Резник Сергей Павлович",+7(495)580-59-53,+7(495)580-59-53,+7(495)580-59-53,,"Вт с 10:00 до 13:00,  Чт. с 14:00 до 18:00, перерыв с 13:00 до 14:00","г. Красногорск, Красногорский район"
50,61,"МОСП по ВАШ №1 ГУФССП России по Московской области","143050, Россия, Московская обл., Одинцовский р-н, , рп. Большие Вяземы, ул. Городок-17, д. 3042, стр. 2, ","Шарифбекли Наргиз Сабир кызы",+74952853300,,+7(495)285-33-00,,"Вт. с 10:00 до 15:00 Чт. с 13:00 до 20:00","Московская область"
50,62,"Королевское ГОСП ГУФССП России по Московской области","141070, Россия, Московская обл., , г. Королев, , ул. Богомолова, д. 10, , -","Исаев Сергей Исаевич",+7(498)698-60-01,,+7(498)698-60-01,,,
50,63,"Отделение специального назначения ГУФССП России по Московской области","143400, Россия, Московская обл., , г. Красногорск, , ул. Речная, д. 8, , -","Абдулагатов Анвар Мукаилович",,,,,,
50,902,"Отдел организации реализации имущества должников","143400, Московская обл., г.Красногорск, ул.Речная, д.8","Зайцева Лидия Павловна",+74955805943,+74955805943,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45",
50,903,"Отдел организации обеспечения установленного порядка деятельности судов","143400, Московская обл., г.Красногорск, ул.Речная, д.8","Неволин Евгений Васильевич",+74955805935,+74955805941,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45",
50,904,"Отдел организации дознания","143400, Московская обл., г.Красногорск, ул.Речная, д.8","Дзидзоев Марат Мухарбекович",+74955805926,+74955805928,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45",
50,905,"Отдел организационно-контрольной работы","143400, Московская обл., г.Красногорск, ул.Речная, д.8 ","Лобанов Сергей Николаевич",+74955805942,,,,"Пн-Чт с 09.00-18.00, Пт с 09.00 до 16.45",
50,906,"Отдел документационного обеспечения","143400, Московская обл., г.Красногорск, ул.Речная, д.8","Пронина Светлана Витальевна",+74955805948,+74955805948,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45",
50,907,"Отдел правового обеспечения","143400, Московская обл., г.Красногорск, ул.Речная, д.8","Герасимова Наталья Гельмутовна",+74955805936,+74955805936,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45",
50,908,"Отдел материально-технического обеспечения","143400, Московская обл., г.Красногорск, ул.Речная, д.8","Саркисян Арсен Олегович",+74955805927,+74955805910,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45",
50,909,"Отдел государственной службы и кадров","143400, Московская область, г.Красногорск, ул.Речная, д.8","Герасимова Алевтина Петровна",+74955805913,+74955805913,,,"Пн с 10.00 до 17.00, Ср с 10.00 до 17.00, Пт с 10.00 до 13.00",
53,912,"Отделение собственной безопасности","173000, Россия, , , г. Великий Новгород, , ул. Ильина, 6, , ","Соловьёва Оксана Фёдоровна","+7(88162) 993-625","+7(8162) 993-619",+7(8162)99-36-00,+7(8162)99-36-18,"каждый четверг с 17.00 до 19.00",
50,911,"Отдел информатизации и обеспечения информационной безопасности","143400, Московская область, г.Красногорск, ул.Речная, д.8","Власов Антон Юрьевич",+74955805949,+74955805949,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45",
50,912,"Отдел собственной безопасности","143400, Московская область, г.Красногорск, ул.Речная, д.8","Казанов Эдуард Русланович",+74987205024,+74987205025,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45",
50,913,"Отдел по взаимодействию со средствами массовой информации","143400, Московская область, г.Красногорск, ул.Речная, д.8","Гуреев Алексей Юрьевич",+74955805938,,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45",
50,914,"Отдел организации исполнительного розыска","143400, Московская область, г.Красногорск, ул.Речная, д.8","Стуруа Сергей Сергеевич",+74955805907,,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45",
50,915,"Финансово-экономический отдел","143400, Московская область, г.Красногорск, ул.Речная, д.8","Кривощекова Ольга Александровна",+74987204872,,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45",
50,916,"Контрольно-ревизионный отдел","143400, Московская область, г.Красногорск, ул.Речная, д.8","Ступакова Юлия Александровна",+74955805951,+74955805951,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45",
50,918,"Отдел по работе с обращениями граждан и организаций","143400, Россия, Московская обл., , г. Красногорск, , ул. Речная, д. 8, , -","Зыкина Светлана Алексеевна",84955805951,,,,"Пн-Чт с 09.00 до 18.00, Пт с 09.00 до 16.45",
50,922,"Отдел ведения государственного реестра и контроля за деятельностью юридических лиц, осуществляющих функции по возврату просроченной задолженности ","143400, Россия , Московская обл., Красногорский р-он, г. Красногорск, , ул. Речная, д. 8, , ","Мальгинов Дмитрий Викторович",+74955805925,,,,"Пн. с 10:00 до 17:00, Ср. 10:00 до 17:00, Пт. 10:00 до 13:00 ",
51,0,"УФССП России по Мурманской области","183012, г.Мурманск, ул.Карла Либкнехта, д.46, корп.2","Малюшкин Александр Сергеевич",+7(8152)42-86-93,+7(8152)42-08-55,+7(8152)42-86-93,,"четверг с 14:00 до 18:00","Мурманская область"
51,1,"ОСП Октябрьского округа г.Мурманска","183038, Россия, , , г. Мурманск, , ул. Карла Либкнехта, д. 46, корп. 2, ","Лыщицкий Виктор Викторович",+7(8152)42-83-67,+7(8152)42-08-57,+7(8152)40-22-63,+7(8152)42-43-74,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","Октябрьский округ г.Мурманска"
51,2,"ОСП Ленинского округа г.Мурманска","183040, Россия, , , г. Мурманск, , ул. Чумбарова-Лучинского, д. 6, , ","Фофанов Дмитрий Арсеньевич",+7(8152)43-36-61,+7(8152)43-20-91,+7(8152)43-20-88,+7(8152)43-36-61,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","Ленинский округ г.Мурманска"
51,3,"ОСП Первомайского округа г.Мурманска","183052, Россия, , , г. Мурманск, , ул. Генерала Щербакова, д. 7, , ","Тарасова Ольга Николаевна",+7(8152)52-09-98,+7(8152)52-10-07,+7(8152)52-09-98,+7(8152)52-10-07,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","Первомайский округ г.Мурманска"
51,4,"ОСП г.Кандалакши","184049, Россия, Мурманская обл., , г. Кандалакша, , ул. Чкалова, д. 61, , ","Федотов Руслан Сергеевич",+7(81533)9-57-52,+7(81533)9-57-52,+7(81533)9-57-52,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","г.Кандалакша с подведомственной территорией"
51,5,"ОСП г.Апатиты","184209, Россия, Мурманская обл., , г. Апатиты, , ул. Энергетическая, д. 35, , ","Гурфинкиль Кристина Михайловна",+7(81555)6-28-24,"+7(81555)7-47-04, +7(81555)6-28-24",+7(81555)7-47-04,+7(81555)7-72-21,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","г.Апатиты с подведомственной территорией"
82,905,ООКРДОиРОГиО,"295034, Россия, Респ. Крым, , г. Симферополь, , ул. Киевская, 81, , ","Малиновкина Анастасия Викторовна",(3652)54-91-84,,,,,"Республика Крым"
51,6,"ОСП Кольского р-на","184380, Россия, Мурманская  обл., , г. Кола, , ул. Победы, д. 9, , ","Ларькин Вячеслав Александрович",+7(81553)3-24-11,+7(81553)3-35-53,+7(81553)3-24-11,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","Кольский район Мурманской области"
51,7,"ОСП г.Мончегорска","184511, Россия, Мурманская обл., , г. Мончегорск, , Металлургов пр-кт, д. 4, , ","Еременко Татьяна Викторовна",+7(81536)3-01-50,+7(81536)3-17-90,+7(81536)3-01-50,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","г.Мончегорск с подведомственной территорией"
51,8,"ОСП ЗАТО г.Североморск","184606, Россия, Мурманская обл., , г. Североморск, , ул. Ломоносова, д. 3, , ","Кошарский Олег Павлович",+7(81537)4-82-85,+7(81537)4-79-35,+7(81537)4-79-35,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","г. Североморск с подведомственной территорией"
51,9,"ОСП г.Кировска","184250, Россия, Мурманская обл., , г. Кировск, , ул. Юбилейная, д. 8а, , ","Чикарев Сергей Владимирович",+7(81531)5-60-80,+7(81531)5-60-80,+7(81531)5-60-80,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","г.Кировск с подведомственной территорией"
51,10,"ОСП Печенгского р-на","184420, , Мурманская обл., Печенгский р-он, г. Заполярный, , ул. Ленина, д. 15, , ","Попов Сергей Викторович",+7(81554)63440,+7(81554)63424,+7(81554)6-34-36,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","Печенгский район Мурманской области"
51,11,"ОСП г.Оленегорска","184536, Россия, Мурманская обл., , г. Оленегорск, , ул. Советская, д. 4, , ","Датдеев Сергей Сергеевич",+7(81552)5-79-01,+7(81552)5-40-57,+7(81552)5-42-63,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","г.Оленегорск с подведомственной территорией"
58,13,ОСН,"440008, Россия, Пензенская обл., , г. Пенза, , ул. Пушкина, д. 17А, , ","Волков Михаил Владимирович",,,,,"Вт с 09:00 до 13:00, Чт с 13:00 до 18:00","Пензенская область"
51,12,"ОСП Ковдорского р-на","184140, Россия, Мурманская обл., , г. Ковдор, , ул. Кошица, д. 2а, , ","Хабибрахманов Дмитрий Александрович",+7(81535)7-21-67,+7(81535)7-23-48,+7(81535)7-23-48,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","Ковдорский район Мурманской области"
51,13,"ОСП г.Полярного ЗАТО Александровск","184650, Россия, Мурманская обл., , г. Полярный, , ул. Советская, д. 3, , ","Полянка Алёна Евгеньевна",+7(81551)7-19-14,+7(81551)7-19-40,+7(81551)7-19-14,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00",г.Полярный
51,14,"ОСП г.Полярные Зори","184230, Россия, Мурманская обл., , г. Полярные Зори, , Нивский пр-кт, д. 11, , ","Юрканова Юлия Валерьевна",+7(81532)7-49-99,+7(81532)7-10-66,+7(81532)7-23-79,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","г.Полярные Зори с подведомственной территорией"
51,15,"ОСП Ловозерского р-на","184580, Россия, Мурманская обл., Ловозерский р-н, , пгт. Ревда, ул. Умбозерская, д. 1, , ","Шпортко Наталья Петровна",+7(81538)4-33-35,+7(81538)4-32-25,+7(81538)4-34-54,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","Ловозерский район Мурманской области"
51,16,"ОСП Терского р-на","184703, Россия, Мурманская обл., , , пгт. Умба, ул. Советская, д. 7, , кв. 1","Власов Анатолий Юрьевич",+7(81559)5-12-18,+7(81559)5-12-08,+7(81559)5-12-08,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","Терский район Мурманской области"
51,17,"МОСП по г.Снежногорску и г.Гаджиево ЗАТО Александровск и ЗАТО п.Видяево","184680, Россия, Мурманская обл., , г. Снежногорск, , ул. Бирюкова, д. 3, , ","Родин Иван Владимирович",+7(81530)6-17-63,+7(81530)6-17-63,+7(81530)6-05-33,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","г. Снежногорск, п. Видяево"
61,902,"Отдел организации исполнительного розыска, реализации имущества должников",,"Назаров Александр Васильевич",+7(863)268-72-44,,,,"Пн-Чт с 9.00 до 18.00, Пт с 9.00 до 16.45",
51,18,"ОСП ЗАТО г.Заозерск","184310, Россия, Мурманская обл., , г. Заозерск, , ул. Корчилова, д. 7, , ","Гращенко Сергей Станиславович",+7(81556)3-25-93,+7(81556)3-25-92,+7(81556)3-25-94,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00",г.Заозерск
51,20,"ОСП ЗАТО г.Островной","184640, Россия, Мурманская обл., , г. Островной, , ул. Соловья, д. 3, , ","Татарников Илья Николаевич",+7(81558)5-11-10,+7(81558)5-11-10,+7(81558)5-11-10,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","г.Островной Мурманской области"
51,21,"МСОСП по ОИП","183038, Россия, Мурманская обл., , г. Мурманск, , ул. Карла Либкнехта, д. 46, 2, ","Кримлян Наталья Владимировна",+7(8152)42-30-98,+7(8152)42-08-55,+7(8152)40-22-16,,"вторник с 09:00 до 13:00, среда с 09.00 до 13:00, с 14:00 до 18:00, четверг с 13:00 до 18:00","г. Мурманск"
51,22,"Отделение оперативного дежурства","183012, Россия, Мурманская обл., , г. Мурманск, , ул. Карла Либкнехта, д. 46, корп. 2, ","Магера Андрей Анатольевич",+7(8152)42-08-55,+7(8152)42-08-55,+7(8152)42-08-55,,"вторник с 09:00 до 15:00, четверг с 14:00 до 18:00","г. Мурманск"
51,23,"СО по ОУПДС г. Мурманска и Мурманского ГВС","183012, Россия, Мурманская обл., , г. Мурманск, , ул. Карла Либкнехта, д. 46, корп. 2, ","Романов Александр Николаевич",+7(8152)40-22-78,+7(8152)42-08-55,+7(8152)40-22-78,,"вторник с 09:00 до 15:00, четверг с 14:00 до 18:00","г. Мурманск"
